epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.3097336985588073,55.54666666666667,0.6883402084350586,81.02,Adam,1
2,0.5492275690237681,83.98666666666666,0.3570102945327759,89.44,Adam,2
3,0.340892809844017,89.77833333333334,0.2535310901403427,92.61,Adam,3
4,0.2703699427445729,91.76333333333334,0.2433236550807953,92.36,Adam,4
5,0.230402776602904,93.02666666666669,0.2053992792606353,93.5,Adam,5
6,0.2002188636302948,94.05666666666669,0.1745166486859321,94.52,Adam,6
7,0.1837246412714322,94.375,0.1881075621128082,93.96,Adam,7
8,0.1705352571169535,94.75666666666666,0.1667257985711097,94.57,Adam,8
9,0.1602093000411987,95.12666666666668,0.1794150551557541,94.45,Adam,9
10,0.1467423613230387,95.55166666666666,0.1414276387393474,95.49,Adam,10
