epoch,train_loss,train_acc,test_loss,test_acc
1,2.1351037558873496,23.303333333333335,1.638986979675293,35.52
2,1.4555365184783935,45.33166666666666,1.0544245260238647,61.39
3,0.9304971971511841,67.78833333333333,0.7004868482589721,76.31
4,0.5504726234753926,82.29333333333334,0.35451760799884796,89.28
5,0.37299264149665834,88.33166666666666,0.2871844014406204,91.15
6,0.29238724687894185,91.13166666666666,0.2581386920213699,91.9
7,0.23770214239756265,92.815,0.2331662956237793,92.35
8,0.21213791364034018,93.48666666666666,0.18164910776615142,94.33
9,0.1908792460680008,94.165,0.16367946269512176,94.91
10,0.17025684180259704,94.705,0.148877193403244,95.6
