epoch,train_loss,train_acc,test_loss,test_acc
1,1.3208392279624939,54.005,0.6190876518726349,82.29
2,0.5091272639433543,84.005,0.30301862604618074,91.27
3,0.3081261650244395,90.59833333333333,0.23687629734277726,93.09
4,0.23401289697488148,92.92666666666666,0.19587020162940025,94.21
5,0.1981931297381719,93.93333333333334,0.21903439526557922,93.32
6,0.17738977969487507,94.57333333333334,0.1680941728323698,94.97
7,0.15569439271688462,95.205,0.13995462950468063,95.67
8,0.1464572159210841,95.475,0.1480623922586441,95.45
9,0.1398713221470515,95.61166666666666,0.1334072903394699,96.17
10,0.12722835586865744,96.18833333333333,0.12850603554844856,95.9
