epoch,train_loss,train_acc,test_loss,test_acc
1,2.2841340393066405,17.258333333333333,2.2618222854614256,21.31
2,2.223435353088379,22.483333333333334,2.161517509841919,22.7
3,2.068174935913086,25.96,1.9696199752807617,28.15
4,1.9068721934000652,31.841666666666665,1.8066686283111573,33.15
5,1.7307150634765625,37.55166666666667,1.62361981048584,40.77
6,1.57715352713267,41.906666666666666,1.4837408912658692,43.94
7,1.4765745796203613,46.303333333333335,1.3892724979400635,47.49
8,1.3817269382476807,51.00333333333333,1.3301189243316651,52.83
9,1.2756610066095988,56.281666666666666,1.3268523210525514,46.92
10,1.1801605216344198,60.12833333333333,1.0899762267112731,64.91
