epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.260015324942271,58.153333333333336,0.6184353309631347,82.64,Adam,1
2,0.4916425663948059,85.405,0.3483115128755569,90.11,Adam,2
3,0.3303196881930033,90.12666666666668,0.2654097156047821,92.29,Adam,3
4,0.2592391413370768,92.26666666666668,0.2136110666036605,93.68,Adam,4
5,0.222594162940979,93.16166666666666,0.200513785469532,93.53,Adam,5
6,0.1993068708578745,93.92333333333332,0.1771870385050773,94.33,Adam,6
7,0.1757123595237732,94.68,0.1489681901931762,95.6,Adam,7
8,0.1599579752763112,95.24333333333334,0.1478890719652175,95.46,Adam,8
9,0.1458071408867836,95.475,0.130870263582468,95.82,Adam,9
10,0.1314258419434229,96.02333333333333,0.1134423591315746,96.46,Adam,10
