epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.1975324218114216,60.75833333333333,0.597705584526062,83.18,Adam,1
2,0.4716140479246775,85.80666666666667,0.3269439898252487,90.25,Adam,2
3,0.3094181998729706,90.68,0.2973682897150516,90.89,Adam,3
4,0.2412038441141446,92.73333333333332,0.2029137011945247,93.68,Adam,4
5,0.2096539598703384,93.66166666666666,0.1781609562754631,94.41,Adam,5
6,0.1824135083595911,94.42,0.142741833782196,95.45,Adam,6
7,0.165580304479599,95.00666666666666,0.1260067911043763,95.89,Adam,7
8,0.1526347248951594,95.22,0.1713073219746351,94.25,Adam,8
9,0.1428831255714098,95.62166666666668,0.1222297987952828,96.07,Adam,9
10,0.133949625780185,95.98333333333332,0.1340334918506443,95.99,Adam,10
