epoch,train_loss,train_acc,test_loss,test_acc
1,1.7952007143656412,39.2,1.4881976133346557,46.84
2,1.3471273509343464,54.10333333333333,1.197539373588562,58.23
3,1.138351565138499,61.81333333333333,0.9757720863342285,70.22
4,1.0050283984502157,67.15833333333333,0.8464684795379639,75.08
5,0.8854317374547322,71.85333333333334,0.8151576571464538,73.7
6,0.772262199942271,76.48333333333333,0.6600020460128784,81.6
7,0.6809637213389079,79.41833333333334,0.632925538110733,80.18
8,0.5966608801841736,82.095,0.5120016107559204,84.46
9,0.5367834420363108,84.02,0.4178117957830429,88.17
10,0.4875829345226288,85.59166666666667,0.4094609199523926,88.27
