epoch,train_loss,train_acc,test_loss,test_acc
1,2.287936675898234,14.13,2.2685585304260254,19.15
2,2.2366748292287193,23.35333333333333,2.193894588851929,26.13
3,2.106271510187785,28.011666666666667,1.9947456951141358,30.39
4,1.8913195686340332,33.76166666666666,1.7743717784881592,35.41
5,1.6706959764480591,40.321666666666665,1.5452504459381105,43.3
6,1.4920050212224325,46.59,1.3936073078155518,47.62
7,1.3464388067245483,52.97,1.243726212120056,54.32
8,1.2318021978378295,57.03,1.102348265838623,62.82
9,1.1645606925328573,59.27333333333333,1.083535467338562,59.05
10,1.09701151304245,61.913333333333334,1.0274405954360961,62.53
