epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.7890368914286296,34.041666666666664,1.2071742811203003,55.88,SGD,1
2,0.9458021560351054,67.97,0.5751760756969452,82.74,SGD,2
3,0.5092441977977753,83.98,0.3713362894058227,88.46,SGD,3
4,0.3446413538773855,89.43666666666667,0.2637961760401726,92.12,SGD,4
5,0.2792360984166463,91.29666666666668,0.286306812095642,91.19,SGD,5
6,0.2271693162838618,93.05,0.1687353282421827,95.06,SGD,6
7,0.1992081059217453,93.87833333333332,0.1673058710008859,94.81,SGD,7
8,0.1778232750415802,94.51666666666668,0.156873711040616,94.94,SGD,8
9,0.1683053877909978,94.82833333333332,0.1944219752550125,94.26,SGD,9
10,0.1485840549866358,95.43,0.1458340010821819,95.3,SGD,10
