epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.3602680013338724,55.35166666666667,0.7258163884162903,78.56,Adam,1
2,0.5365060460885366,84.27,0.3309993902444839,90.97,Adam,2
3,0.324421665986379,90.305,0.2422841599941253,92.83,Adam,3
4,0.2458316818237304,92.48666666666666,0.1883639207929373,94.43,Adam,4
5,0.2064050882498423,93.75833333333334,0.2126229835584759,93.57,Adam,5
6,0.1812904063781102,94.46666666666668,0.1579990641459822,95.22,Adam,6
7,0.1602161451935768,95.08333333333331,0.1508092382580041,95.41,Adam,7
8,0.147308381319046,95.42333333333332,0.1314330455578863,95.98,Adam,8
9,0.1337841650803884,95.86666666666666,0.1221406089290976,96.2,Adam,9
10,0.1252274420658747,96.1,0.1175723174139857,96.09,Adam,10
