epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,2.300666977310181,16.726666666666667,2.297978078842163,20.9,SGD,1
2,2.295132529703776,20.941666666666663,2.2908487854003905,20.32,SGD,2
3,2.285079911677043,21.03333333333333,2.2767060485839843,19.0,SGD,3
4,2.265019447199504,18.988333333333333,2.249395512008667,18.98,SGD,4
5,2.230454102706909,20.32,2.2048045234680176,21.13,SGD,5
6,2.167283539454142,23.096666666666668,2.1122210510253905,23.49,SGD,6
7,2.042928604888916,25.59,1.9590690389633176,28.39,SGD,7
8,1.907295953432719,30.795,1.823591062927246,33.56,SGD,8
9,1.7744664823532104,34.538333333333334,1.6714596408843994,37.97,SGD,9
10,1.650525912729899,37.435,1.5755946479797365,40.39,SGD,10
