epoch,train_loss,train_acc,test_loss,test_acc
1,2.168523027610779,21.2,1.7138952438354491,34.95
2,1.4303517590204875,46.29333333333334,1.064702166557312,61.02
3,0.946096898428599,67.40833333333333,0.689014845085144,76.35
4,0.5531880075295766,82.33833333333334,0.42125023694038394,86.88
5,0.38185315470695497,88.035,0.31445767188072205,90.53
6,0.29556475710868835,90.745,0.23436676156520844,93.03
7,0.240262166317304,92.555,0.2167084725022316,93.63
8,0.2124058823188146,93.42666666666666,0.19731512663960457,94.08
9,0.1928609603325526,94.02833333333334,0.16418017983436584,95.0
10,0.17908980977535247,94.47166666666666,0.1435166647464037,95.52
