epoch,train_loss,train_acc,test_loss,test_acc
1,1.3045222175916036,55.345,0.6867621150970459,79.88
2,0.5708375702222188,82.61833333333334,0.393498806476593,88.74
3,0.38250389806429547,88.41,0.293954186463356,91.42
4,0.2886084310690562,91.25666666666666,0.23595282335281373,93.17
5,0.24317303003470103,92.56666666666666,0.19105065921545028,94.24
6,0.2174752701918284,93.27,0.17039849498271942,94.99
7,0.1920710590759913,94.13833333333334,0.1731920449614525,94.71
8,0.17275358630816143,94.71833333333333,0.14622774442136288,95.67
9,0.16050425084431966,95.14,0.1509522873401642,95.4
10,0.15111012553771336,95.29,0.126419705337286,96.19
