epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,2.3016007311503093,11.11,2.300963906860352,11.35,SGD,1
2,2.301392412821452,11.236666666666666,2.3011608421325684,11.35,SGD,2
3,2.3014177274068195,11.236666666666666,2.3010568321228027,11.35,SGD,3
4,2.301391465377808,11.236666666666666,2.3010549125671385,11.35,SGD,4
5,2.3013670426686605,11.236666666666666,2.301063374328613,11.35,SGD,5
6,2.3014141567230224,11.236666666666666,2.301169295501709,11.35,SGD,6
7,2.3013784702301026,11.236666666666666,2.301055058670044,11.35,SGD,7
8,2.3013692801157632,11.236666666666666,2.301093678283692,11.35,SGD,8
9,2.30134691251119,11.236666666666666,2.301100024795532,11.35,SGD,9
10,2.3013738573710123,11.236666666666666,2.300934063339233,11.35,SGD,10
