epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.2494014090538026,59.016666666666666,0.5918837515354156,82.51,Adam,1
2,0.4412014214038849,87.08833333333334,0.304641886818409,90.8,Adam,2
3,0.2954408328056335,91.12,0.2705220097064972,91.54,Adam,3
4,0.2421320450146993,92.74333333333334,0.1904824299931526,94.26,Adam,4
5,0.2063964466492335,93.64333333333332,0.1785578765630722,94.46,Adam,5
6,0.1854770587444305,94.37666666666668,0.187343392625451,93.98,Adam,6
7,0.1710889755447705,94.78666666666666,0.1406980294167995,95.83,Adam,7
8,0.1517878640214602,95.35666666666668,0.1440064690828323,95.8,Adam,8
9,0.1433320535798867,95.62833333333332,0.1400325980693101,95.53,Adam,9
10,0.132975425406297,95.90833333333332,0.1322147310167551,95.7,Adam,10
