epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.8286188327153523,35.945,1.494871120071411,48.62,SGD,1
2,1.3746684769948323,51.65,1.2412591306686402,52.71,SGD,2
3,1.1762828420639038,59.01833333333333,1.0211878434181214,65.9,SGD,3
4,1.0525277494430545,64.02833333333334,0.9073596114158632,68.79,SGD,4
5,0.9440815542221068,68.92,0.7882770934104919,75.62,SGD,5
6,0.8503608869234721,72.67,0.7786012254714966,75.31,SGD,6
7,0.7468002307256063,76.665,0.6453858557701111,81.1,SGD,7
8,0.6689015791257222,79.63833333333334,0.5600140697956085,84.06,SGD,8
9,0.6003930252710978,81.76166666666667,0.5418337345123291,83.48,SGD,9
10,0.5383381917158763,83.76,0.535976927947998,82.49,SGD,10
