epoch,train_loss,train_acc,test_loss,test_acc
1,2.288338676961263,16.946666666666665,2.268361290359497,19.2
2,2.238480510075887,21.648333333333333,2.192206547164917,24.46
3,2.1083884530385335,25.99,2.000691363143921,27.51
4,1.9161919197718302,31.953333333333333,1.8003237461090087,32.37
5,1.7207695967992147,37.348333333333336,1.5976298810958862,40.41
6,1.5719018537521363,42.233333333333334,1.476962433052063,45.17
7,1.4615411367416382,47.66,1.3517626497268678,52.63
8,1.3373094701766968,53.23833333333334,1.221543801689148,57.94
9,1.2149392306009927,58.208333333333336,1.0980072793960571,60.98
10,1.1300327962875367,60.91833333333334,1.0433992164611816,62.07
