epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.1999292835871378,60.64,0.6031403896331787,82.97,Adam,1
2,0.4740900255680084,85.75,0.3225255224227905,90.45,Adam,2
3,0.3094025592803955,90.67333333333332,0.281825052267313,91.47,Adam,3
4,0.238673754119873,92.78833333333333,0.1985748592436313,93.76,Adam,4
5,0.2067476533969243,93.69,0.1741097509622574,94.47,Adam,5
6,0.1793861701965332,94.53833333333333,0.1420025135785341,95.54,Adam,6
7,0.1642733158191045,95.055,0.1244523191183805,95.92,Adam,7
8,0.1511932702978452,95.285,0.1725539485305547,94.19,Adam,8
9,0.1410344735542933,95.64333333333332,0.1181151927798986,96.18,Adam,9
10,0.133369072552522,95.97333333333331,0.133456859600544,95.9,Adam,10
