epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,2.3014953042348227,11.236666666666666,2.3011475543975832,11.35,SGD,1
2,2.301407071177165,11.236666666666666,2.3010412715911865,11.35,SGD,2
3,2.3013871262868246,11.236666666666666,2.301004420852661,11.35,SGD,3
4,2.3013322505950926,11.195,2.301135000991821,11.35,SGD,4
5,2.3013855014801026,11.236666666666666,2.30096360206604,11.35,SGD,5
6,2.3013923024495444,11.236666666666666,2.301143502044677,11.35,SGD,6
7,2.30133807665507,11.236666666666666,2.301277653503418,11.35,SGD,7
8,2.3013985841115314,11.236666666666666,2.301152006912232,11.35,SGD,8
9,2.301285953648885,11.236666666666666,2.301318327331543,11.35,SGD,9
10,2.3013570709228515,11.236666666666666,2.3010446392059327,11.35,SGD,10
