epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.7845777968724568,35.1,1.171938189315796,57.01,SGD,1
2,0.9485914837201436,67.76333333333334,0.7323699424743653,75.54,SGD,2
3,0.5044486521402994,84.13666666666667,0.430601059627533,85.73,SGD,3
4,0.3524838583151499,89.03333333333333,0.2653362939357757,91.79,SGD,4
5,0.281596642033259,91.325,0.2241145841121673,93.1,SGD,5
6,0.2394613494555155,92.65,0.2185552678823471,92.92,SGD,6
7,0.2136929229895273,93.48833333333332,0.1808587899923324,94.79,SGD,7
8,0.1921413307507833,94.16,0.1885199771761894,94.27,SGD,8
9,0.1679964310010274,94.80666666666669,0.1595685425758362,95.23,SGD,9
10,0.1568957720398903,95.16666666666669,0.1672286962509155,94.69,SGD,10
