epoch,train_loss,train_acc,test_loss,test_acc
1,1.3236958501497904,54.46666666666667,0.7150269940376281,78.4
2,0.5767425060908,82.46166666666667,0.3932212348222733,88.48
3,0.37975280210177104,88.34166666666667,0.350722789478302,88.73
4,0.2992203620672226,90.95666666666666,0.23178560214042662,93.24
5,0.25201641933918,92.26833333333333,0.2221755675792694,93.23
6,0.21855937685966492,93.285,0.21128367061316966,93.37
7,0.20157893935839336,93.79166666666667,0.16553187053799628,95.02
8,0.17803885777791342,94.545,0.14568383637070656,95.81
9,0.16121744705835978,95.15333333333334,0.13915660466104746,95.83
10,0.15224465742111207,95.49666666666667,0.15838986157774926,95.14
