epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.4156752311388652,50.055,0.7595609701156616,77.64,Adam,1
2,0.585988716395696,81.99666666666667,0.4314628169059753,86.57,Adam,2
3,0.3582620018482208,89.10333333333334,0.2695180446624756,91.91,Adam,3
4,0.2702439247926076,91.705,0.2240783627510071,93.02,Adam,4
5,0.2290804408272107,92.99166666666666,0.1888009907901287,94.51,Adam,5
6,0.2009953426798184,93.85666666666668,0.1843360317468643,94.44,Adam,6
7,0.1797189730803171,94.465,0.1603683287531137,95.0,Adam,7
8,0.1647094542662302,94.99333333333334,0.1548936447411775,95.15,Adam,8
9,0.150450953912735,95.455,0.1409469410508871,95.75,Adam,9
10,0.1436482131560643,95.58166666666666,0.1332790455982089,95.76,Adam,10
