epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,2.298494996007284,13.276666666666667,2.2926276996612547,18.51,SGD,1
2,2.286605483118693,19.065,2.2788790267944337,16.76,SGD,2
3,2.269204644648234,17.47,2.258152575302124,17.47,SGD,3
4,2.2446904249827067,18.976666666666667,2.229268029022217,20.25,SGD,4
5,2.20904411315918,21.161666666666665,2.183912717056274,21.75,SGD,5
6,2.1466719153086347,22.58333333333333,2.097992126846313,23.24,SGD,6
7,2.04937580426534,24.525,1.9958365550994872,25.39,SGD,7
8,1.963679875500997,27.6,1.911044376182556,29.01,SGD,8
9,1.871246095212301,31.58833333333333,1.7914107292175292,34.82,SGD,9
10,1.731363114420573,36.44166666666667,1.6255893783569335,37.62,SGD,10
