epoch,train_loss,train_acc,test_loss,test_acc
1,2.2922135246276856,13.028333333333334,2.2774034465789796,17.37
2,2.255419499460856,20.18,2.2236468101501465,21.73
3,2.1623041871388753,24.32,2.0698308712005615,26.49
4,1.9749778465270995,28.658333333333335,1.8700797286987305,31.97
5,1.7961429328282674,35.25333333333333,1.6810520524978638,37.81
6,1.6333131634394327,40.373333333333335,1.5384492462158204,43.6
7,1.5165951855341593,45.41833333333334,1.4388442260742187,46.6
8,1.3988174914677938,51.29833333333333,1.3144023090362549,55.2
9,1.263732673962911,56.971666666666664,1.2017890857696534,57.93
10,1.1493649588267008,61.255,1.0671564460754395,61.57
