epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.394246577167511,51.78833333333333,0.7788111779212952,75.45,Adam,1
2,0.6015234650452932,81.78833333333333,0.3991359732151031,88.56,Adam,2
3,0.3904597436110179,88.09833333333333,0.3747668204545974,87.9,Adam,3
4,0.3069652444680532,90.77833333333334,0.2530682671189308,92.56,Adam,4
5,0.2548349295218786,92.23166666666668,0.2098310685992241,93.42,Adam,5
6,0.2221254228432973,93.17666666666666,0.2413871525675058,92.1,Adam,6
7,0.2031548111756642,93.81166666666668,0.166912364295125,94.95,Adam,7
8,0.1834545418977737,94.345,0.1608961987435817,95.28,Adam,8
9,0.1668723349968592,95.05833333333334,0.1501156863495707,95.26,Adam,9
10,0.1567699158906936,95.23666666666666,0.1653163679182529,94.6,Adam,10
