epoch,train_loss,train_acc,test_loss,test_acc
1,1.3929367641448975,51.19833333333333,0.8318262691497803,74.45
2,0.6423925802866618,80.21,0.43984396867752074,86.99
3,0.4224412695566813,87.11166666666666,0.3381000516414642,90.15
4,0.33145840231577556,89.86166666666666,0.25794770053625105,92.32
5,0.27566990814208986,91.66666666666667,0.21807511048316955,93.3
6,0.23463015713691712,92.81666666666666,0.22588302257061005,93.39
7,0.20966111834843953,93.67,0.17895706940293313,94.48
8,0.1901078686316808,94.21333333333334,0.16487420775294304,95.22
9,0.17950993623733522,94.47166666666666,0.16195056228339672,95.16
10,0.16057333697477977,95.01833333333333,0.13947298335433006,95.85
