epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.3619081725120543,52.81166666666667,0.7823359733581543,74.65,Adam,1
2,0.6188093702793122,81.17333333333333,0.4210116111040115,88.44,Adam,2
3,0.4133054316361745,87.52,0.3191348534345626,90.56,Adam,3
4,0.3276662346522013,90.18833333333332,0.2748797888875007,91.51,Adam,4
5,0.2768855428298314,91.59166666666668,0.2729541060447693,90.98,Adam,5
6,0.2441601896524429,92.50833333333334,0.2540272559404373,92.12,Adam,6
7,0.217416340581576,93.38,0.1752541511118412,94.8,Adam,7
8,0.1987986309846242,93.95666666666666,0.1851201320052146,93.99,Adam,8
9,0.1848476163466771,94.21666666666668,0.1829822712302208,94.52,Adam,9
10,0.1695922949314117,94.80166666666666,0.1679251476824283,94.55,Adam,10
