epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.8360424163182576,32.36833333333333,1.2692108528137207,57.81,SGD,1
2,0.9487562056859334,67.84333333333333,0.5766311650276184,82.72,SGD,2
3,0.4879560929298401,84.81333333333333,0.3543304456472397,89.39,SGD,3
4,0.3369131943384806,89.56333333333333,0.2677367979645729,91.85,SGD,4
5,0.2705684640248617,91.60166666666667,0.1941167918980121,94.2,SGD,5
6,0.2303213858763377,92.78666666666666,0.1963704048991203,94.05,SGD,6
7,0.1956456941445668,93.95166666666668,0.2020031091690063,93.91,SGD,7
8,0.1760982169469197,94.56166666666668,0.150180483970046,95.37,SGD,8
9,0.1697183769782384,94.78166666666668,0.1685057928025722,94.61,SGD,9
10,0.1499117639144261,95.37,0.1390570280462503,95.63,SGD,10
