epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.2142783058166504,59.87833333333333,0.5649025928020477,84.01,Adam,1
2,0.4617215963840484,86.475,0.3479451741695404,89.98,Adam,2
3,0.3110095788637797,90.8,0.2654629430294037,92.25,Adam,3
4,0.2493118872801462,92.51666666666668,0.1972339516758919,94.0,Adam,4
5,0.2131742455164591,93.59166666666668,0.1661447831630707,94.84,Adam,5
6,0.1858364960034688,94.28166666666668,0.1765921457767486,94.51,Adam,6
7,0.1680436545888582,94.88333333333334,0.1574562991321086,95.18,Adam,7
8,0.1509818396170934,95.42833333333331,0.1413743858724832,95.47,Adam,8
9,0.1407091544906298,95.63333333333334,0.1262173354744911,96.01,Adam,9
10,0.1312539341886838,95.905,0.1196483974188566,96.24,Adam,10
