epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.2348594209988912,58.69166666666667,0.6187844895839691,82.35,Adam,1
2,0.4759764907042185,86.17166666666667,0.3447863357543945,89.99,Adam,2
3,0.3118410987297694,90.72666666666667,0.2475934989213943,92.72,Adam,3
4,0.2441594847520192,92.68666666666668,0.208190522813797,93.61,Adam,4
5,0.2131004356582959,93.52166666666666,0.185080211687088,94.29,Adam,5
6,0.1864634472846985,94.29666666666668,0.163542209482193,94.93,Adam,6
7,0.1656190445701281,95.02333333333333,0.1622143600344658,95.43,Adam,7
8,0.1515585832595825,95.4,0.134688697758317,95.72,Adam,8
9,0.1387293827255566,95.865,0.1463903949201107,95.4,Adam,9
10,0.1320559041341145,95.98833333333332,0.1275526691585779,95.81,Adam,10
