epoch,train_loss,train_acc,test_loss,test_acc
1,1.3951786787350973,50.975,0.8357432193756104,74.89
2,0.6887944397608439,78.775,0.5206602565288544,84.4
3,0.43737982613245646,86.86666666666666,0.32219965472221374,90.34
4,0.3312232503890991,89.99666666666667,0.255830841755867,92.27
5,0.2740540769894918,91.74666666666667,0.2368200063586235,92.84
6,0.2461163716673851,92.46666666666667,0.18774581933021545,94.57
7,0.21835076854228974,93.315,0.19763088431358336,94.19
8,0.19326397148768107,94.13333333333334,0.16164184643030166,95.2
9,0.18105877477725346,94.375,0.15890940043926238,95.05
10,0.1694613227446874,94.80333333333333,0.15818997325897216,95.05
