epoch,train_loss,train_acc,test_loss,test_acc
1,2.293984720357259,14.958333333333334,2.277468663406372,17.65
2,2.2535902262369794,20.2,2.2179917682647705,22.2
3,2.1485870670318605,24.788333333333334,2.04882294921875,27.64
4,1.961281334177653,29.911666666666665,1.8601762338638306,31.88
5,1.783369587135315,35.93333333333333,1.6698351154327393,39.26
6,1.6174424760818482,41.013333333333335,1.5261414430618285,42.85
7,1.5074131177266439,45.75,1.4276996265411377,47.51
8,1.3968939516067505,51.275,1.294709955596924,53.64
9,1.2737278224309285,56.60166666666667,1.2147850406646727,54.69
10,1.1736053272883098,60.223333333333336,1.0635229662895203,67.1
