epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.8294955780029296,35.48166666666667,1.5026618947982788,48.31,SGD,1
2,1.3854288365046183,51.77666666666666,1.240994588661194,56.49,SGD,2
3,1.1777414004643758,60.435,1.133056777572632,62.46,SGD,3
4,1.0358629729270934,66.25666666666666,0.908805251121521,71.87,SGD,4
5,0.9215435365358988,70.53833333333333,0.7627751690864563,77.93,SGD,5
6,0.8062993498802185,75.015,1.0070349084854129,64.2,SGD,6
7,0.7142503730138143,77.97166666666666,0.5869292095184326,83.49,SGD,7
8,0.6130373053868612,81.66333333333333,0.5158636163711547,85.69,SGD,8
9,0.5548571280479431,83.26333333333334,0.6606354701042175,77.55,SGD,9
10,0.5087516441663106,84.82833333333333,0.5124762690544128,83.19,SGD,10
