epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.866293475151062,26.231666666666666,1.6258344297409058,34.45,Adam,1
2,1.6063187558492025,36.22833333333333,1.50497281665802,38.5,Adam,2
3,1.393585510953267,46.763333333333335,1.173704426574707,57.49,Adam,3
4,1.1161459297180176,58.2,0.953544099998474,65.2,Adam,4
5,0.9316223361968994,66.28166666666667,0.7954775580406189,72.23,Adam,5
6,0.8096392326672872,71.31333333333333,0.7107766742706298,75.11,Adam,6
7,0.724538788763682,74.69666666666667,0.6867239272117615,73.43,Adam,7
8,0.6528826263745626,77.74833333333333,0.5878160375595093,79.14,Adam,8
9,0.5798161069552104,80.85833333333333,0.5255672954559326,81.38,Adam,9
10,0.5308516318003337,82.45,0.5099890835762024,82.42,Adam,10
