epoch,train_loss,train_acc,test_loss,test_acc
1,1.8848821336746215,26.46,1.5909696292877198,36.03
2,1.4993094476699829,41.52333333333333,1.430208598136902,42.58
3,1.3355654748916626,49.25,1.1895701760292052,55.05
4,1.0807087017059327,61.62,0.8818878439903259,70.22
5,0.8004681709289551,72.90833333333333,0.6382528357028961,78.87
6,0.6445714962323507,78.13166666666666,0.5479123443603515,81.94
7,0.5599640559673309,81.41166666666666,0.5007470668315888,83.16
8,0.5024926605701446,83.29833333333333,0.4652600526571274,84.45
9,0.44923534240722657,85.16,0.4389042287349701,85.48
10,0.40942079564730327,86.61666666666666,0.3892654599308968,87.8
