epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.808648425038656,28.941666666666663,1.551726877403259,36.21,Adam,1
2,1.5010020256678265,41.09666666666666,1.381331960105896,45.3,Adam,2
3,1.3193457902908323,50.23166666666667,1.2481378383636474,51.74,Adam,3
4,1.188470466486613,55.42666666666667,1.1019124641418456,58.84,Adam,4
5,1.1217173310597737,57.88333333333333,1.054136017036438,62.18,Adam,5
6,1.0651497403462729,60.45666666666666,1.0101870805740356,61.82,Adam,6
7,1.019403301111857,62.435,0.9458013751983644,65.84,Adam,7
8,0.971482923189799,64.27833333333334,0.956951030921936,63.16,Adam,8
9,0.9149916612625122,67.065,0.8335436819076538,71.11,Adam,9
10,0.8531455191612244,70.055,0.8211736654281616,69.53,Adam,10
