epoch,train_loss,train_acc,test_loss,test_acc
1,1.2495292394955952,56.58,0.6399904984474182,79.36
2,0.4624245947519938,85.91333333333333,0.2972855561256409,91.32
3,0.28408901336987813,91.38666666666667,0.21771173957586287,93.35
4,0.22217197015285492,93.21166666666667,0.16155626405477524,95.2
5,0.19479839338461558,94.10333333333334,0.15265361704528332,95.47
6,0.17254668993155162,94.68166666666667,0.1393409395635128,95.65
7,0.158168945646286,95.15833333333333,0.12997417604923248,95.9
8,0.14383923665682474,95.56666666666666,0.11853361342996359,96.42
9,0.1360358805100123,95.79,0.11057242687642574,96.72
10,0.12299134351015091,96.23166666666667,0.10852340081632138,96.7
