epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.3273300421714782,54.315,0.7191951923370361,78.25,Adam,1
2,0.5674276989459991,82.75666666666666,0.3811299039840698,88.8,Adam,2
3,0.3704375312964121,88.625,0.3514542303085327,88.51,Adam,3
4,0.2952129536310832,91.03333333333332,0.2237271112799644,93.41,Adam,4
5,0.2480367816766103,92.36666666666666,0.2156936203718185,93.2,Adam,5
6,0.2151626500129699,93.38333333333334,0.1906806479275226,94.12,Adam,6
7,0.198526152451833,93.96,0.1641887312233448,94.97,Adam,7
8,0.1760511332670847,94.63166666666666,0.1419522085249424,96.08,Adam,8
9,0.1600285695473353,95.185,0.1368492083340883,95.88,Adam,9
10,0.1514301812489827,95.49333333333334,0.159199335283041,95.19,Adam,10
