epoch,train_loss,train_acc,test_loss,test_acc
1,1.887209751955668,26.233333333333334,1.605712368965149,35.29
2,1.5059025210062662,41.34,1.4351985147476196,42.25
3,1.3409766653696695,48.873333333333335,1.1961036825180054,55.04
4,1.0969434581756592,60.623333333333335,0.9113984337806702,68.72
5,0.8214886053403219,72.03833333333333,0.6540293085575104,78.48
6,0.6529398581504822,77.805,0.5574227693080902,81.6
7,0.5638435106277466,81.15,0.5088566909790039,82.36
8,0.5062401835918426,83.06,0.47161054940223696,83.91
9,0.4514856297492981,85.07333333333334,0.46326283788681033,84.52
10,0.4147357411702474,86.33833333333334,0.41154162430763247,86.77
