epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.8151224938074748,28.326666666666668,1.5456538387298584,37.7,Adam,1
2,1.4939720865249633,41.44166666666667,1.3553071655273436,46.31,Adam,2
3,1.2592381726582844,52.12833333333333,1.0689105697631835,61.12,Adam,3
4,1.040594947465261,61.69166666666667,0.9074736763000488,68.64,Adam,4
5,0.8961809847513834,67.945,0.7836365626335144,72.38,Adam,5
6,0.8052300797780355,71.85166666666667,0.75191346950531,71.58,Adam,6
7,0.7323402019818623,74.475,0.6342643525123596,78.11,Adam,7
8,0.6680550963401795,77.05833333333334,0.5797390435218811,80.29,Adam,8
9,0.6113531101226807,79.44,0.5304800607681275,82.32,Adam,9
10,0.5421360718250274,82.12666666666667,0.4689017842769623,85.12,Adam,10
