epoch,train_loss,train_acc,test_loss,test_acc
1,1.2499746136665344,58.943333333333335,0.5941359719276428,82.4
2,0.4379709894657135,87.25666666666666,0.29707246878147126,91.12
3,0.28871482178370156,91.33,0.2586419958114624,92.12
4,0.2347301956653595,92.93,0.1826223924279213,94.3
5,0.2011275658607483,93.815,0.1771364987552166,94.43
6,0.18090732728640238,94.50833333333334,0.18580952084362506,93.95
7,0.16878038923343022,94.80666666666667,0.1360935241997242,95.78
8,0.1499496519168218,95.365,0.14509832764863967,95.53
9,0.1412792690336704,95.69666666666667,0.13740778275430202,95.47
10,0.1327877478281657,95.88666666666667,0.1281951899945736,95.92
