epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.2333282243410746,57.20333333333333,0.688639214515686,77.61,SGD,1
2,0.4858874513785044,84.99833333333333,0.2998928513050079,91.31,SGD,2
3,0.3044732881069183,90.75666666666666,0.2470275298476219,92.46,SGD,3
4,0.2402457832098007,92.66333333333333,0.1725631108283996,94.82,SGD,4
5,0.2083627999941508,93.725,0.1483591395944357,95.35,SGD,5
6,0.1801755400180816,94.575,0.1727863161325454,94.61,SGD,6
7,0.1587411107699076,95.13833333333334,0.1292532676279544,96.14,SGD,7
8,0.147600249505043,95.46833333333332,0.1291740896314382,96.1,SGD,8
9,0.1391049050927162,95.76666666666668,0.1568404077649116,94.9,SGD,9
10,0.124308320903778,96.23333333333332,0.1031762538909912,96.91,SGD,10
