epoch,train_loss,train_acc,test_loss,test_acc
1,1.4927234649976096,46.18833333333333,0.9776104344367981,66.96
2,0.7678511891365051,75.605,0.5440948073863983,83.4
3,0.5057971267859142,84.23666666666666,0.4243304871797562,86.94
4,0.3889488606850306,88.02833333333334,0.30794003677368165,90.83
5,0.32429644544919334,90.06166666666667,0.2716175686061382,92.02
6,0.28017443911234535,91.33833333333334,0.2625113793849945,91.81
7,0.25370659249623617,92.215,0.22909679272174835,92.54
8,0.22734777363936107,92.97166666666666,0.20047362036705016,93.84
9,0.21285742756525675,93.46333333333334,0.17775863465666772,94.52
10,0.19676599662303926,93.905,0.18168849111795426,94.52
