epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.831579910596212,28.606666666666666,1.5852321199417114,35.66,Adam,1
2,1.4916664620081583,42.115,1.3625882827758788,47.35,Adam,2
3,1.3158583528518677,49.876666666666665,1.1480932901382446,58.8,Adam,3
4,1.0345932437896728,63.48,0.893136863899231,67.82,Adam,4
5,0.7771383372942606,74.01833333333333,0.6443385677337646,78.86,Adam,5
6,0.6502067083994547,78.39666666666666,0.5657092783927917,80.58,Adam,6
7,0.5678085808595021,81.38666666666667,0.4847436203956604,84.42,Adam,7
8,0.514414679257075,83.225,0.4595066727638244,84.87,Adam,8
9,0.4638669706026713,84.91166666666666,0.3936697378635406,87.58,Adam,9
10,0.4301304281075795,86.165,0.3738953374385834,88.16,Adam,10
