epoch,train_loss,train_acc,test_loss,test_acc
1,1.524254788239797,44.27166666666667,1.0303947011947632,62.88
2,0.8310191592216492,73.28333333333333,0.5565133256435394,83.41
3,0.5333283212979635,83.44166666666666,0.45067558794021606,86.07
4,0.41062741449673973,87.24,0.3241915887594223,90.4
5,0.3464925510088603,89.16333333333333,0.30759856462478635,90.58
6,0.30768254144986473,90.495,0.2862698412299156,91.42
7,0.27695081772009533,91.47166666666666,0.2291458152592182,93.01
8,0.24694515702724457,92.34666666666666,0.20155110647082328,93.89
9,0.22219311937491099,93.19833333333334,0.2283159288585186,92.7
10,0.20681793692906697,93.685,0.19720233495235442,93.95
