epoch,train_loss,train_acc,test_loss,test_acc
1,1.816353710746765,33.92,1.224717816734314,55.99
2,0.9439293419837952,68.40666666666667,0.5886443332195282,80.4
3,0.49481562356948855,84.40333333333334,0.4404184240341186,85.42
4,0.3410655946890513,89.35666666666667,0.24495085532665253,92.81
5,0.2636699745019277,91.73666666666666,0.2159890249967575,93.44
6,0.22260977586110434,93.12333333333333,0.24924563195705413,92.31
7,0.19260596059560775,94.09333333333333,0.1731826323390007,94.87
8,0.1732540193080902,94.79333333333334,0.22452625415325164,92.76
9,0.15766972410678864,95.19166666666666,0.14662849069833755,95.36
10,0.14809134971698126,95.45166666666667,0.16267660765647887,94.86
