epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.0843737814267476,65.61,0.4601295166969299,86.92,Adam,1
2,0.3789911104281743,88.945,0.318913553071022,89.94,Adam,2
3,0.2699274970849355,91.80833333333334,0.2818258633613586,90.56,Adam,3
4,0.2250449437936147,93.19,0.1959500436425209,94.13,Adam,4
5,0.1919332822243372,94.14333333333332,0.1624829261302948,95.05,Adam,5
6,0.1717759164730707,94.76666666666668,0.1935677423357963,93.99,Adam,6
7,0.1650882175683975,94.99333333333334,0.1429580878973007,95.73,Adam,7
8,0.1461436003327369,95.59166666666668,0.1290438404023647,95.98,Adam,8
9,0.1338392141342163,96.01,0.1278633011609316,95.94,Adam,9
10,0.1304344063520431,95.99833333333332,0.1488114630252122,95.25,Adam,10
