epoch,train_loss,train_acc,test_loss,test_acc
1,1.1423546728452048,60.17333333333333,0.5550377921104431,83.09
2,0.4356374006907145,86.44,0.30508892891407013,90.83
3,0.2856750867366791,91.1,0.3209077457904816,89.91
4,0.2406475101073583,92.64333333333333,0.21514448783397674,93.62
5,0.1983027993440628,93.83833333333334,0.2511794706940651,91.54
6,0.1724390725374222,94.745,0.21974073060154914,92.89
7,0.16795864056746165,94.875,0.13384754588603973,95.88
8,0.1514013943552971,95.38333333333334,0.11409510487914086,96.37
9,0.1389436465024948,95.795,0.13906591326594353,95.4
10,0.13002059295972188,95.97166666666666,0.13657292587459088,95.69
