epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.248638444741567,59.52,0.5904488904476166,81.38,Adam,1
2,0.451609033314387,86.765,0.3317294059514999,90.44,Adam,2
3,0.3113281123638153,90.69833333333334,0.2604067201733589,91.97,Adam,3
4,0.2478037572701772,92.49833333333332,0.2046025981068611,94.06,Adam,4
5,0.2121852685292561,93.60833333333332,0.2550784308671951,92.38,Adam,5
6,0.1884207807342211,94.17333333333332,0.1552473916113376,95.09,Adam,6
7,0.1682379973729451,94.84,0.1453516542136669,95.58,Adam,7
8,0.1523366829156875,95.28666666666666,0.1442560250163078,95.42,Adam,8
9,0.1414925736069679,95.67666666666666,0.1457504156827926,95.15,Adam,9
10,0.134192116733392,95.88,0.1537285693258047,95.16,Adam,10
