epoch,train_loss,train_acc,test_loss,test_acc
1,1.34744390223821,53.045,0.709918077468872,80.4
2,0.5579297332604726,83.24333333333334,0.4001378029346466,88.54
3,0.37421455947558085,88.685,0.293810745882988,91.42
4,0.2939220766782761,91.06166666666667,0.2402538265109062,92.82
5,0.2509620486021042,92.37666666666667,0.22731986217498779,92.63
6,0.22309790200392404,93.18166666666667,0.18517818905711175,94.38
7,0.19499616796573002,94.02333333333333,0.17373607650995254,94.76
8,0.1785283723672231,94.51666666666667,0.17075504195690155,94.67
9,0.16778501946131388,94.83833333333334,0.14940602889358998,95.49
10,0.1564738445599874,95.25833333333334,0.15044350635409356,95.22
