epoch,train_loss,train_acc,test_loss,test_acc
1,2.149143288230896,22.586666666666666,1.7073039279937745,35.37
2,1.4317730878194173,46.24333333333333,1.042457395362854,62.81
3,0.9012161199092865,68.95666666666666,0.5887416462421418,80.42
4,0.5035067118167877,84.07833333333333,0.3574355944156647,89.8
5,0.350704727935791,89.2,0.30398459677696227,90.33
6,0.28939206601778666,91.13166666666666,0.24950423973798752,91.97
7,0.2461190612077713,92.46833333333333,0.18413786997795106,94.38
8,0.21741332338253658,93.41666666666667,0.16346814237833024,95.1
9,0.20028223884105684,93.88333333333334,0.17513467676639558,94.3
10,0.182137684237957,94.47666666666667,0.14734229993522166,95.54
