epoch,train_loss,train_acc,test_loss,test_acc
1,1.787745277404785,34.83,1.3555667518615722,45.05
2,0.9261824930508932,68.59,0.6392430678844452,79.44
3,0.4732467980702718,85.31166666666667,0.42141838760375977,86.55
4,0.3189296749273936,90.11666666666666,0.2301146957874298,93.13
5,0.2505380648374558,92.475,0.26386138739585874,91.99
6,0.21622669769128164,93.345,0.17979048076868057,94.5
7,0.1881416074236234,94.215,0.1598796959042549,95.15
8,0.1750644180615743,94.645,0.1858458376586437,94.48
9,0.161859974416097,95.01,0.14443024022877216,95.53
10,0.15179572666486105,95.29833333333333,0.1304473004668951,96.01
