epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.1050383063952127,61.92,0.5209184631824494,82.34,SGD,1
2,0.419602242676417,87.12,0.2582366555929184,92.78,SGD,2
3,0.2643581970294316,92.025,0.1755176622271538,94.75,SGD,3
4,0.2049095566749572,93.72833333333334,0.1693233912587166,94.92,SGD,4
5,0.1799460341056188,94.43833333333332,0.1464526127815246,95.44,SGD,5
6,0.1631445828676223,95.00833333333334,0.1328764116346836,96.02,SGD,6
7,0.1474435224254926,95.44833333333334,0.2055429049730301,93.58,SGD,7
8,0.1363555387496948,95.84,0.1406730093181133,95.43,SGD,8
9,0.1269160573840141,96.03833333333333,0.1170255842268467,96.32,SGD,9
10,0.1195761421879132,96.345,0.0977331086888909,97.01,SGD,10
