epoch,train_loss,train_acc,test_loss,test_acc
1,1.528396089998881,43.73833333333334,0.9987492445945739,65.12
2,0.8016986795107524,73.73666666666666,0.5592123996734619,82.63
3,0.5084587315241496,84.32666666666667,0.4056269525051117,87.87
4,0.3861197883447011,88.05333333333333,0.2979255606174469,91.38
5,0.3201997852007548,90.04333333333334,0.25826745975017545,92.41
6,0.2802102062861125,91.32666666666667,0.23033900195360182,93.06
7,0.24290326484839123,92.45166666666667,0.23089879677295685,92.69
8,0.22181118416786194,93.06833333333333,0.22861021337509155,92.71
9,0.20281917596658072,93.67666666666666,0.17214708036184312,94.91
10,0.18968526209990183,94.16,0.1649396210193634,94.97
