epoch,train_loss,train_acc,test_loss,test_acc
1,2.282208941268921,17.433333333333334,2.2590424362182615,19.61
2,2.2257731848398845,24.628333333333334,2.172737600708008,27.38
3,2.0785218930562337,28.591666666666665,1.9488665452957152,32.02
4,1.8312586882909139,34.336666666666666,1.6984809299468995,37.99
5,1.6394149137496947,38.97666666666667,1.549279330444336,41.76
6,1.539524180539449,42.99166666666667,1.457285587310791,45.89
7,1.4477576517740884,47.48833333333334,1.3650766189575196,50.32
8,1.3424605585098266,52.718333333333334,1.242992671585083,57.89
9,1.2404551880518595,57.51,1.1612957426071167,56.08
10,1.1500060102462768,61.321666666666665,1.0270883024215698,67.03
