epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.8709232351938885,31.598333333333333,1.2830594827651978,52.2,SGD,1
2,0.9605116271654764,67.50333333333333,0.6075830249786377,81.85,SGD,2
3,0.512221423959732,84.15,0.3715044239997864,89.16,SGD,3
4,0.3393660861492157,89.55333333333333,0.3270476936101913,88.84,SGD,4
5,0.2588427684783935,92.09,0.2002487339437008,94.04,SGD,5
6,0.22030285384655,93.23,0.2326550112128257,92.79,SGD,6
7,0.1895578800757726,94.15,0.1890552583932876,94.16,SGD,7
8,0.1693745866696039,94.77833333333334,0.1452934791266918,95.7,SGD,8
9,0.1546561900774637,95.26666666666668,0.1335834766805172,95.86,SGD,9
10,0.1425535622358322,95.62,0.1264438183426857,96.18,SGD,10
