epoch,train_loss,train_acc,test_loss,test_acc
1,1.3623172355016073,52.788333333333334,0.8026298964500427,75.48
2,0.6480115590731302,80.03833333333333,0.42213181929588317,88.42
3,0.4042410997549693,87.77833333333334,0.33533194637298586,89.78
4,0.31673711999257403,90.235,0.24509531710147858,92.93
5,0.27094775867462156,91.61833333333334,0.21101942245960237,93.63
6,0.23597091824213665,92.66833333333334,0.2353645645260811,92.62
7,0.2155340524037679,93.30333333333333,0.17814521497488023,94.67
8,0.19419829913775127,94.13333333333334,0.1628157234787941,94.97
9,0.17536036234696706,94.67166666666667,0.15335037832856177,95.4
10,0.16035843846003214,95.045,0.1281705565214157,95.91
