epoch,train_loss,train_acc,test_loss,test_acc,optimizer,elapsed_seconds
1,1.7932206429799398,34.233333333333334,1.1828999759674073,58.14,SGD,1
2,0.9195455025037128,68.715,0.5291576894283294,83.74,SGD,2
3,0.4740470172564188,85.16333333333333,0.3870765803575515,87.7,SGD,3
4,0.3270915134270986,90.00833333333334,0.2319969649434089,93.4,SGD,4
5,0.2584618293444315,92.05666666666669,0.2212770197629928,93.37,SGD,5
6,0.2188828869183858,93.355,0.2669907525420188,91.97,SGD,6
7,0.1936111471494039,94.03166666666668,0.1592105658411979,95.18,SGD,7
8,0.1698939984043439,94.75666666666666,0.2219548644781112,92.9,SGD,8
9,0.1555482513427734,95.30166666666666,0.1404366626620292,95.52,SGD,9
10,0.1432952089230219,95.61,0.145457811397314,95.46,SGD,10
