iteration,loss,grad_norm,update_magnitude,param_distance,learning_rate,normalized_speed
0,2.311215400695801,1.7112262269690812,0.0017112262269690813,0.0,0.001,0.0
1,2.0762460231781006,1.6869593646483838,0.0016869593646483838,0.0,0.001,0.0
2,1.810915231704712,1.657310343411589,0.001657310343411589,0.0,0.001,0.0
3,1.6685484647750854,1.7368336105498907,0.0017368336105498907,0.0,0.001,0.0
4,1.52019202709198,1.9881843163739104,0.00198818431637391,0.0,0.001,0.0
5,1.218733310699463,1.7048283434365583,0.0017048283434365583,0.0,0.001,0.0
6,1.1337690353393555,1.4126722835482883,0.0014126722835482884,0.0,0.001,0.0
7,1.0481735467910767,1.7626611978568003,0.0017626611978568004,0.0,0.001,0.0
8,1.0193226337432861,2.0195870789809667,0.0020195870789809665,0.0,0.001,0.0
9,0.8387182950973511,1.1896103329628147,0.0011896103329628147,0.0,0.001,0.0
10,0.7271662950515747,1.500402841755649,0.001500402841755649,0.0,0.001,0.0
11,0.6059843301773071,1.4716416376113792,0.0014716416376113792,0.0,0.001,0.0
12,0.5944149494171143,1.5389601637778327,0.0015389601637778327,0.0,0.001,0.0
13,0.6697679162025452,2.671896791274381,0.002671896791274381,0.0,0.001,0.0
14,0.5292154550552368,1.5619381661656813,0.0015619381661656814,0.0,0.001,0.0
15,0.5970456600189209,1.5408685577661942,0.0015408685577661943,0.0,0.001,0.0
16,0.5396586656570435,1.7748541635154318,0.0017748541635154319,0.0,0.001,0.0
17,0.6156298518180847,1.8424340622087159,0.0018424340622087158,0.0,0.001,0.0
18,0.6194421648979187,1.6000825947343897,0.0016000825947343898,0.0,0.001,0.0
19,0.48618564009666443,1.67393851116338,0.00167393851116338,0.0,0.001,0.0
20,0.4523388147354126,1.6239452420007057,0.0016239452420007056,0.0,0.001,0.0
21,0.5182868838310242,1.6539885889780344,0.0016539885889780344,0.0,0.001,0.0
22,0.4708371162414551,1.6122087819892827,0.0016122087819892827,0.0,0.001,0.0
23,0.3647106885910034,0.9184655119529181,0.0009184655119529181,0.0,0.001,0.0
24,0.4482290744781494,1.5290612558393182,0.0015290612558393182,0.0,0.001,0.0
25,0.5035962462425232,1.485351399340774,0.0014853513993407742,0.0,0.001,0.0
26,0.4196162223815918,1.7288890936741752,0.0017288890936741751,0.0,0.001,0.0
27,0.5369145274162292,1.2075448202541486,0.0012075448202541485,0.0,0.001,0.0
28,0.4353541135787964,2.099775756808911,0.002099775756808911,0.0,0.001,0.0
29,0.5704072117805481,2.0628439504377876,0.0020628439504377875,0.0,0.001,0.0
30,0.3071218729019165,1.895812582782542,0.001895812582782542,0.0,0.001,0.0
31,0.428104043006897,1.3387950892219447,0.0013387950892219448,0.0,0.001,0.0
32,0.39936503767967224,1.6479348419045197,0.0016479348419045196,0.0,0.001,0.0
33,0.3221781551837921,1.6505623079702958,0.001650562307970296,0.0,0.001,0.0
34,0.40551960468292236,2.242744464344488,0.002242744464344488,0.0,0.001,0.0
35,0.45440492033958435,2.0520722575427475,0.0020520722575427474,0.0,0.001,0.0
36,0.3564043939113617,2.072164119347733,0.002072164119347733,0.0,0.001,0.0
37,0.34687674045562744,1.2983862399435835,0.0012983862399435836,0.0,0.001,0.0
38,0.32508739829063416,1.0873615716094311,0.0010873615716094312,0.0,0.001,0.0
39,0.4353349804878235,1.8296093003494749,0.001829609300349475,0.0,0.001,0.0
40,0.4982956051826477,2.04227062056401,0.0020422706205640104,0.0,0.001,0.0
41,0.31226059794425964,1.5632356587321241,0.0015632356587321242,0.0,0.001,0.0
42,0.4802166819572449,2.052061838514018,0.0020520618385140178,0.0,0.001,0.0
43,0.4399785101413727,2.691167525525077,0.002691167525525077,0.0,0.001,0.0
44,0.47463294863700867,1.1874821206310557,0.0011874821206310558,0.0,0.001,0.0
45,0.3268541693687439,1.3200380131669083,0.0013200380131669083,0.0,0.001,0.0
46,0.2559051811695099,1.620487430726237,0.001620487430726237,0.0,0.001,0.0
47,0.4549231231212616,2.338296520784327,0.002338296520784327,0.0,0.001,0.0
48,0.37951236963272095,1.8706509024470805,0.0018706509024470806,0.0,0.001,0.0
49,0.3220212459564209,1.167467089169627,0.0011674670891696271,0.0,0.001,0.0
50,0.29270631074905396,1.8172188544931471,0.0018172188544931472,0.0,0.001,0.0
51,0.3322945535182953,1.0651800370675921,0.001065180037067592,0.0,0.001,0.0
52,0.3537670969963074,1.442372110180016,0.001442372110180016,0.0,0.001,0.0
53,0.3706486225128174,1.9129694273551883,0.0019129694273551884,0.0,0.001,0.0
54,0.40872642397880554,1.4479360022663526,0.0014479360022663526,0.0,0.001,0.0
55,0.3531201481819153,1.4270310524271121,0.0014270310524271122,0.0,0.001,0.0
56,0.2801593542098999,1.8979012026129825,0.0018979012026129824,0.0,0.001,0.0
57,0.44788098335266113,2.448330591862075,0.002448330591862075,0.0,0.001,0.0
58,0.3755093812942505,1.207286892354641,0.001207286892354641,0.0,0.001,0.0
59,0.22877711057662964,0.9293902960075473,0.0009293902960075473,0.0,0.001,0.0
60,0.373906672000885,1.78458821204688,0.00178458821204688,0.0,0.001,0.0
61,0.40178802609443665,1.6410671385570506,0.0016410671385570506,0.0,0.001,0.0
62,0.3370058536529541,1.2149482973638817,0.0012149482973638818,0.0,0.001,0.0
63,0.40024125576019287,1.4685313671777744,0.0014685313671777744,0.0,0.001,0.0
64,0.3630271852016449,1.3013833488019477,0.0013013833488019478,0.0,0.001,0.0
65,0.31499820947647095,1.6575116398577063,0.0016575116398577063,0.0,0.001,0.0
66,0.3161681890487671,2.0038309337592595,0.0020038309337592594,0.0,0.001,0.0
67,0.2654624283313751,0.9663131337205983,0.0009663131337205984,0.0,0.001,0.0
68,0.29320043325424194,1.249489256579201,0.0012494892565792011,0.0,0.001,0.0
69,0.24766550958156586,0.7809378280649587,0.0007809378280649587,0.0,0.001,0.0
70,0.3762873411178589,1.4622643834659916,0.0014622643834659916,0.0,0.001,0.0
71,0.43125003576278687,1.680682830008866,0.001680682830008866,0.0,0.001,0.0
72,0.32961326837539673,1.3945971763868006,0.0013945971763868006,0.0,0.001,0.0
73,0.24268686771392822,1.15858691793373,0.00115858691793373,0.0,0.001,0.0
74,0.31673550605773926,1.1527125412174823,0.0011527125412174825,0.0,0.001,0.0
75,0.23016110062599182,0.8650653504535114,0.0008650653504535114,0.0,0.001,0.0
