epoch,train_loss,val_loss,val_acc,test_acc,test_loss
1,0.6057058969245237,0.3277712366580963,85.93333333333334,,
2,0.3287599537653081,0.2569955710570017,89.26666666666667,,
3,0.2650364312845117,0.2401111718813578,89.6,,
4,0.2261670655362746,0.2774978465239207,88.6,,
5,0.1841897605096592,0.2533444816271464,89.53333333333333,,
6,0.1581384850985863,0.2734040367603302,89.33333333333333,,
7,0.1246023050686892,0.2780061900615692,89.86666666666666,,
8,0.0975258170401348,0.2925268494288127,90.26666666666668,,
9,0.075556011445382,0.3123215393225352,89.73333333333333,,
10,0.0574871857587028,0.3359777981440226,89.6,,
11,0.0459628391686607,0.3479482882817586,89.73333333333333,,
12,0.0403974067744086,0.3593630838394165,89.93333333333334,87.8,0.3353218607902526
