epoch,train_loss,train_acc,test_loss,test_acc
1,0.46575477965541484,87.03666666666666,0.23437845236621796,93.01
2,0.20291045211207892,94.055,0.1587868832750246,95.23
3,0.13992716493541751,95.89166666666667,0.1213431014912203,96.23
4,0.10463684522060317,96.965,0.09653375453781336,96.86
5,0.0827926632001011,97.57166666666667,0.09276580571895465,97.04
6,0.06663118313148078,98.04833333333333,0.07998419702635147,97.47
7,0.05502752988521796,98.41,0.07154699551756494,97.7
8,0.04640018854186987,98.67,0.06630057267320807,97.73
9,0.03898343426594411,98.94833333333334,0.06273816227912903,97.93
10,0.03327402563642528,99.11833333333334,0.06338251869310625,97.95
11,0.028658668895853737,99.24166666666666,0.06195491602702532,98.0
12,0.02498822809278425,99.37166666666667,0.06120506386650959,97.99
13,0.022015342782281323,99.51833333333333,0.06071916680812137,97.92
14,0.019744998196076387,99.59833333333333,0.05935588675856707,98.01
15,0.018115546319014166,99.65833333333333,0.05882808099486283,98.1
16,0.016722922959525797,99.705,0.05909863325941842,98.1
17,0.015776061453421645,99.74333333333334,0.0587087026797235,98.03
18,0.015073672027837461,99.77,0.05840852362307487,98.06
19,0.014543413848076055,99.78166666666667,0.058417723110324005,98.09
20,0.01425867306509379,99.795,0.05824512200269964,98.03
