iteration,loss,grad_norm,x,y,optimizer,elapsed_seconds,test_acc
0,12.5,162.86497497558594,-1.2408711910247805,2.0820741653442383,SAM_SGD,0.0,0.5
1,34.431828,286.0546569824219,-1.558524489402771,1.947283744812012,SAM_SGD,0.001,0.5
2,29.750957,320.2576904296875,-1.1371991634368896,2.0768163204193115,SAM_SGD,0.002,0.5
3,65.969635,385.4636840820313,-1.5284656286239624,1.8956698179244995,SAM_SGD,0.003,0.5
4,25.800453,288.1939697265625,-1.1427754163742063,2.0163934230804443,SAM_SGD,0.004,0.5
5,55.06652,350.5599365234375,-1.5041697025299072,1.849772572517395,SAM_SGD,0.005,0.5
6,23.307447,266.45904541015625,-1.143091320991516,1.9644767045974727,SAM_SGD,0.006,0.5
7,47.86541,324.37158203125,-1.481498956680298,1.808377742767334,SAM_SGD,0.007,0.5
8,21.093086,246.4157257080078,-1.143080234527588,1.9173921346664429,SAM_SGD,0.008,0.5
9,41.89554,300.8839111328125,-1.4608298540115356,1.770705223083496,SAM_SGD,0.009,0.5
10,19.25573,229.05177307128903,-1.1421184539794922,1.8746984004974363,SAM_SGD,0.01,0.5
11,37.10876,280.4757080078125,-1.4417935609817505,1.7361279726028442,SAM_SGD,0.011,0.5
12,17.702623,213.77207946777344,-1.1404839754104614,1.83562445640564,SAM_SGD,0.012,0.5
13,33.195698,262.5337829589844,-1.4241719245910645,1.7041523456573486,SAM_SGD,0.013,0.5
14,16.381557,200.2667694091797,-1.138302206993103,1.7996095418930054,SAM_SGD,0.014,0.5
15,29.961605,246.6737823486328,-1.407772421836853,1.674385666847229,SAM_SGD,0.015,0.5
16,15.249153,188.2606506347656,-1.135684847831726,1.7661973237991333,SAM_SGD,0.016,0.5
17,27.258493,232.56753540039065,-1.3924341201782229,1.6465129852294922,SAM_SGD,0.017,0.5
18,14.271168,177.52735900878906,-1.1327199935913086,1.7350192070007324,SAM_SGD,0.018,0.5
19,24.975697,219.94741821289065,-1.3780218362808228,1.620279312133789,SAM_SGD,0.019,0.5
20,13.420396,167.8796844482422,-1.1294786930084229,1.705774426460266,SAM_SGD,0.02,0.5
21,23.029175,208.5931396484375,-1.3644222021102903,1.5954757928848269,SAM_SGD,0.021,0.5
22,12.675255,159.1637725830078,-1.1260169744491575,1.678215742111206,SAM_SGD,0.022,0.5
23,21.354687,198.3239898681641,-1.3515390157699585,1.5719300508499146,SAM_SGD,0.023,0.5
24,12.018352,151.25094604492188,-1.122380018234253,1.6521384716033936,SAM_SGD,0.024,0.5
25,19.902397,188.9901123046875,-1.339290738105774,1.5494986772537231,SAM_SGD,0.025,0.5
26,11.43569,144.03433227539062,-1.11860454082489,1.627371072769165,SAM_SGD,0.026,0.5
27,18.633224,180.46641540527344,-1.327608346939087,1.528061032295227,SAM_SGD,0.027,0.5
28,10.915983,137.4251708984375,-1.1147184371948242,1.6037702560424805,SAM_SGD,0.028,0.5
29,17.51663,172.6504364013672,-1.3164323568344116,1.5075149536132812,SAM_SGD,0.029,0.5
30,10.449948,131.3481903076172,-1.1107456684112549,1.581213355064392,SAM_SGD,0.03,0.5
31,16.527912,165.4541015625,-1.3057117462158203,1.487773060798645,SAM_SGD,0.031,0.5
32,10.029989,125.74016571044922,-1.106704592704773,1.559596300125122,SAM_SGD,0.032,0.5
33,15.647388,158.80430603027344,-1.2954024076461792,1.468760371208191,SAM_SGD,0.033,0.5
34,9.649818,120.54740142822266,-1.102610468864441,1.5388299226760864,SAM_SGD,0.034,0.5
35,14.859043,152.6388702392578,-1.285465955734253,1.4504122734069824,SAM_SGD,0.035,0.5
36,9.304174,115.72371673583984,-1.0984760522842407,1.518836259841919,SAM_SGD,0.036,0.5
37,14.149649,146.90380859375,-1.2758690118789673,1.4326720237731934,SAM_SGD,0.037,0.5
38,8.9887,111.23014068603516,-1.0943108797073364,1.4995481967926023,SAM_SGD,0.038,0.5
39,13.508463,141.55409240722656,-1.2665822505950928,1.4154900312423706,SAM_SGD,0.039,0.5
40,8.699697,107.03279876708984,-1.090122938156128,1.4809067249298096,SAM_SGD,0.04,0.5
41,12.926506,136.5504913330078,-1.2575795650482178,1.398822784423828,SAM_SGD,0.041,0.5
42,8.433994,103.1017837524414,-1.0859193801879885,1.462859869003296,SAM_SGD,0.042,0.5
43,12.396166,131.8582763671875,-1.248838186264038,1.3826316595077517,SAM_SGD,0.043,0.5
44,8.188938,99.41178894042967,-1.0817055702209473,1.4453617334365845,SAM_SGD,0.044,0.5
45,11.911118,127.44786834716795,-1.24033784866333,1.3668822050094604,SAM_SGD,0.045,0.5
46,7.9622517,95.94066619873048,-1.0774856805801392,1.428371787071228,SAM_SGD,0.046,0.5
47,11.466032,123.2936553955078,-1.232060194015503,1.35154390335083,SAM_SGD,0.047,0.5
48,7.7519355,92.66838836669922,-1.0732636451721191,1.4118536710739136,SAM_SGD,0.048,0.5
49,11.056284,119.37239837646484,-1.2239892482757568,1.336589217185974,SAM_SGD,0.049,0.5
50,7.556305,89.57798767089844,-1.0690419673919678,1.3957750797271729,SAM_SGD,0.05,0.5
51,10.678006,115.66452026367188,-1.2161099910736084,1.3219934701919556,SAM_SGD,0.051,0.5
52,7.3738484,86.65369415283203,-1.064823865890503,1.3801065683364868,SAM_SGD,0.052,0.5
53,10.327734,112.15142059326172,-1.208409547805786,1.3077342510223389,SAM_SGD,0.053,0.5
54,7.203288,83.88213348388672,-1.0606107711791992,1.3648220300674438,SAM_SGD,0.054,0.5
55,10.0026045,108.81780242919922,-1.200875997543335,1.2937912940979004,SAM_SGD,0.055,0.5
56,7.043496,81.25135040283203,-1.0564045906066897,1.3498975038528442,SAM_SGD,0.056,0.5
57,9.700043,105.64922332763672,-1.1934984922409058,1.280146241188049,SAM_SGD,0.057,0.5
58,6.8934646,78.75029754638672,-1.0522061586380005,1.3353116512298584,SAM_SGD,0.058,0.5
59,9.41788,102.63357543945312,-1.1862672567367554,1.2667821645736694,SAM_SGD,0.059,0.5
60,6.752325,76.3694839477539,-1.0480167865753174,1.3210444450378418,SAM_SGD,0.06,0.5
61,9.154135,99.75910186767578,-1.1791731119155884,1.2536838054656982,SAM_SGD,0.061,0.5
62,6.6192746,74.09976959228516,-1.0438374280929563,1.3070780038833618,SAM_SGD,0.062,0.5
63,8.907087,97.0155029296875,-1.1722080707550049,1.2408368587493896,SAM_SGD,0.063,0.5
64,6.4936404,71.93357849121094,-1.0396685600280762,1.2933958768844604,SAM_SGD,0.064,0.5
65,8.675243,94.39376831054688,-1.1653645038604736,1.2282285690307615,SAM_SGD,0.065,0.5
66,6.3747983,69.86370086669922,-1.035510778427124,1.2799830436706543,SAM_SGD,0.066,0.5
67,8.457254,91.88539123535156,-1.158635497093201,1.2158468961715698,SAM_SGD,0.067,0.5
68,6.2621927,67.88359069824219,-1.0313640832901,1.266825556755066,SAM_SGD,0.068,0.5
69,8.251956,89.48310852050781,-1.1520146131515503,1.2036807537078855,SAM_SGD,0.069,0.5
70,6.1553297,65.98738861083984,-1.0272289514541626,1.2539105415344238,SAM_SGD,0.07,0.5
