iteration,loss,grad_norm,x,y,optimizer,elapsed_seconds,test_acc
0,23.823986,72.12555694580078,3.1807403564453125,1.9837431907653809,Adam,0.0,0.5
1,19.888817,63.38424301147461,3.130891799926758,2.02122163772583,Adam,0.001,0.5
2,17.172075,53.75331497192383,3.081667900085449,2.030498743057251,Adam,0.002,0.5
3,15.090559,40.32992172241211,3.034066200256348,2.021183013916016,Adam,0.003,0.5
4,13.607384,23.026020050048828,2.9898006916046143,2.003403186798096,Adam,0.004,0.5
5,12.975346,5.696578979492188,2.9512104988098145,1.98399555683136,Adam,0.005,0.5
6,13.162604,13.266536712646484,2.9205880165100098,1.9689069986343384,Adam,0.006,0.5
7,13.815852,25.59395408630371,2.899258136749268,1.9621020555496216,Adam,0.007,0.5
8,14.475018,33.20813751220703,2.887242555618286,1.963892936706543,Adam,0.008,0.5
9,14.855736,36.56172180175781,2.883638620376587,1.972153186798096,Adam,0.009,0.5
10,14.913158,36.85529327392578,2.887146472930908,1.9839332103729248,Adam,0.01,0.5
11,14.732903,35.21720886230469,2.8963935375213623,1.996023416519165,Adam,0.011,0.5
12,14.42141,32.37186050415039,2.9100570678710938,2.0053439140319824,Adam,0.012,0.5
13,14.050275,28.492881774902344,2.9268760681152344,2.009758949279785,Adam,0.013,0.5
14,13.66157,23.374128341674805,2.945622682571411,2.008739709854126,Adam,0.014,0.5
15,13.304809,16.899431228637695,2.965073585510254,2.003206491470337,Adam,0.015,0.5
16,13.04635,9.371479034423828,2.9840104579925537,1.9949662685394287,Adam,0.016,0.5
17,12.939632,2.0306668281555176,3.001265048980713,1.9862425327301023,Adam,0.017,0.5
18,12.990404,6.6621809005737305,3.015808343887329,1.9792335033416748,Adam,0.018,0.5
19,13.146758,12.96697998046875,3.026855230331421,1.9755628108978271,Adam,0.019,0.5
20,13.324371,17.54315185546875,3.0339417457580566,1.975839614868164,Adam,0.02,0.5
21,13.45029,20.145751953125,3.036945343017578,1.979611039161682,Adam,0.021,0.5
22,13.492069,20.927953720092773,3.036052227020264,1.9856268167495728,Adam,0.022,0.5
23,13.456545,20.25459671020508,3.0316951274871826,1.9921958446502688,Adam,0.023,0.5
24,13.369681,18.51569175720215,3.024487257003784,1.997586727142334,Adam,0.024,0.5
25,13.257154,15.97056007385254,3.0151658058166504,2.0004773139953613,Adam,0.025,0.5
26,13.138544,12.718286514282228,3.0045430660247803,2.0003137588500977,Adam,0.026,0.5
27,13.032628,8.825478553771973,2.9934604167938232,1.9974050521850584,Adam,0.027,0.5
28,12.960201,4.519314765930176,2.9827394485473637,1.992754340171814,Adam,0.028,0.5
29,12.936914,1.40203857421875,2.9731268882751465,1.987748384475708,Adam,0.029,0.5
30,12.962452,4.691285610198975,2.9652414321899414,1.9837814569473269,Adam,0.03,0.5
31,13.017454,8.056126594543457,2.959528684616089,1.9818692207336424,Adam,0.031,0.5
32,13.073006,10.385054588317873,2.956235885620117,1.982375979423523,Adam,0.032,0.5
33,13.106077,11.539005279541016,2.9554073810577397,1.98495888710022,Adam,0.033,0.5
34,13.109072,11.6304292678833,2.956899404525757,1.9887200593948364,Adam,0.034,0.5
35,13.087818,10.904641151428224,2.960407495498657,1.9924888610839844,Adam,0.035,0.5
36,13.052988,9.60330581665039,2.965501070022583,1.995167016983032,Adam,0.036,0.5
37,13.01351,7.863007068634033,2.9716615676879883,1.99605131149292,Adam,0.037,0.5
38,12.97617,5.727764129638672,2.978322982788086,1.9950250387191768,Adam,0.038,0.5
39,12.948027,3.276393413543701,2.9849157333374023,1.9925528764724727,Adam,0.039,0.5
40,12.935814,1.0464407205581665,2.990910530090332,1.9895005226135252,Adam,0.04,0.5
41,12.941713,2.400998115539551,2.9958598613739014,1.9868497848510744,Adam,0.041,0.5
42,12.960246,4.522880554199219,2.9994335174560547,1.985389709472656,Adam,0.042,0.5
43,12.980542,6.045984745025635,3.0014402866363525,1.9854798316955569,Adam,0.043,0.5
44,12.992772,6.801431179046631,3.001837491989136,1.9869638681411743,Adam,0.044,0.5
45,12.993246,6.8294677734375,3.0007240772247314,1.9892553091049197,Adam,0.045,0.5
46,12.984365,6.292769432067871,2.998322010040283,1.9915510416030884,Adam,0.046,0.5
47,12.970853,5.3736491203308105,2.994948387145996,1.993102788925171,Adam,0.047,0.5
48,12.9566,4.19113302230835,2.9909822940826416,1.9934608936309812,Adam,0.048,0.5
49,12.944348,2.8021857738494877,2.9868264198303223,1.992605447769165,Adam,0.049,0.5
50,12.936635,1.3210978507995603,2.982871055603028,1.9909238815307615,Adam,0.05,0.5
51,12.935413,0.8799571394920349,2.979459047317505,1.9890532493591309,Adam,0.051,0.5
52,12.940325,2.154838800430298,2.976857900619507,1.9876476526260376,Adam,0.052,0.5
53,12.948055,3.275201797485352,2.975239992141724,1.9871522188186648,Adam,0.053,0.5
54,12.954159,3.939396858215332,2.974673271179199,1.9876625537872317,Adam,0.054,0.5
55,12.955862,4.104799747467041,2.9751222133636475,1.9889155626297,Adam,0.055,0.5
56,12.953297,3.851387023925781,2.976458549499512,1.990406155586243,Adam,0.056,0.5
57,12.9483795,3.312775135040283,2.978480339050293,1.9915828704833984,Adam,0.057,0.5
58,12.943002,2.598482370376587,2.9809350967407227,1.9920486211776731,Adam,0.058,0.5
59,12.938368,1.763019323348999,2.9835476875305176,1.991694688796997,Adam,0.059,0.5
60,12.935399,0.874781608581543,2.9860482215881348,1.990720272064209,Adam,0.06,0.5
61,12.934843,0.5695993304252625,2.9881980419158936,1.989537596702576,Adam,0.061,0.5
62,12.936667,1.329735279083252,2.989811658859253,1.988603949546814,Adam,0.062,0.5
63,12.939626,2.0274949073791504,2.990771770477295,1.9882478713989256,Adam,0.063,0.5
64,12.9419,2.4314653873443604,2.9910366535186768,1.9885542392730715,Adam,0.064,0.5
65,12.94235,2.5037543773651123,2.990638971328736,1.989349603652954,Adam,0.065,0.5
66,12.941107,2.298654079437256,2.989676713943481,1.990286946296692,Adam,0.066,0.5
67,12.9390545,1.9125072956085205,2.9882991313934326,1.9909919500350952,Adam,0.067,0.5
68,12.937006,1.4270267486572266,2.9866867065429688,1.9912101030349727,Adam,0.068,0.5
69,12.935429,0.8877255320549011,2.985030174255371,1.99089789390564,Adam,0.069,0.5
70,12.934629,0.3964753150939941,2.9835097789764404,1.990224838256836,Adam,0.07,0.5
71,12.934809,0.5456359386444092,2.982276439666748,1.9894901514053345,Adam,0.071,0.5
72,12.935781,1.0316046476364136,2.981438159942627,1.988993525505066,Adam,0.072,0.5
73,12.936903,1.3965851068496704,2.981051445007324,1.9889146089553835,Adam,0.073,0.5
74,12.937484,1.5518858432769775,2.981119155883789,1.9892489910125728,Adam,0.074,0.5
75,12.937274,1.497320532798767,2.9815938472747803,1.989823579788208,Adam,0.075,0.5
76,12.936533,1.287495493888855,2.9823873043060303,1.9903807640075684,Adam,0.076,0.5
77,12.935678,0.9916885495185852,2.9833829402923584,1.9906909465789795,Adam,0.077,0.5
78,12.93498,0.6582129597663879,2.9844512939453125,1.990646481513977,Adam,0.078,0.5
79,12.93457,0.3317451477050781,2.9854650497436523,1.9902971982955933,Adam,0.079,0.5
80,12.934536,0.2849610447883606,2.986313581466675,1.9898178577423096,Adam,0.08,0.5
81,12.9348545,0.5772888660430908,2.986914157867432,1.989423871040344,Adam,0.081,0.5
82,12.935316,0.8362711668014526,2.9872193336486816,1.98927640914917,Adam,0.082,0.5
83,12.935616,0.9675781726837158,2.98721981048584,1.9894171953201292,Adam,0.083,0.5
84,12.935584,0.954838752746582,2.9869425296783447,1.9897595643997192,Adam,0.084,0.5
85,12.935297,0.8269850015640259,2.98644495010376,1.9901361465454104,Adam,0.085,0.5
86,12.934942,0.6342757940292358,2.9858055114746094,1.990378737449646,Adam,0.086,0.5
87,12.934652,0.4183423817157745,2.98511290550232,1.990392088890076,Adam,0.087,0.5
88,12.934491,0.2155016809701919,2.984455108642578,1.990190863609314,Adam,0.088,0.5
89,12.934479,0.1929216682910919,2.98390793800354,1.9898840188980105,Adam,0.089,0.5
90,12.934609,0.3743662536144256,2.983527898788452,1.989618897438049,Adam,0.09,0.5
91,12.934797,0.5369293689727783,2.9833462238311768,1.9895116090774536,Adam,0.091,0.5
92,12.934915,0.6167284846305847,2.983367443084717,1.9895967245101929,Adam,0.092,0.5
93,12.93489,0.600723922252655,2.9835705757141118,1.989818096160889,Adam,0.093,0.5
94,12.93476,0.5088082551956177,2.9839141368865967,1.990061640739441,Adam,0.094,0.5
95,12.934612,0.3764835298061371,2.9843428134918213,1.9902129173278809,Adam,0.095,0.5
96,12.934502,0.2349919527769088,2.984795093536377,1.990209937095642,Adam,0.096,0.5
97,12.93445,0.1203119382262229,2.9852120876312256,1.990067958831787,Adam,0.097,0.5
98,12.934462,0.1537527441978454,2.985544204711914,1.9898662567138672,Adam,0.098,0.5
99,12.9345255,0.2726536095142364,2.9857566356658936,1.9897054433822632,Adam,0.099,0.5
100,12.934601,0.365315705537796,2.985832929611206,1.989658236503601,Adam,0.1,0.5
101,12.934633,0.3990169167518616,2.985775947570801,1.989736795425415,Adam,0.101,0.5
102,12.934605,0.3701512813568115,2.985604763031006,1.9898920059204104,Adam,0.102,0.5
103,12.934543,0.2960259616374969,2.9853522777557373,1.9900420904159544,Adam,0.103,0.5
104,12.9344845,0.2028657346963882,2.9850587844848637,1.99011492729187,Adam,0.104,0.5
105,12.934448,0.1135206818580627,2.9847664833068848,1.990082025527954,Adam,0.105,0.5
106,12.934439,0.0758955627679824,2.984513998031616,1.9899691343307493,Adam,0.106,0.5
107,12.934456,0.1368341147899627,2.9843311309814453,1.98983895778656,Adam,0.107,0.5
108,12.934486,0.2091443836688995,2.9842357635498047,1.9897574186325075,Adam,0.108,0.5
109,12.934513,0.2523145973682403,2.9842329025268555,1.9897606372833248,Adam,0.109,0.5
110,12.934514,0.2531749904155731,2.984314203262329,1.9898391962051392,Adam,0.11,0.5
111,12.93449,0.2157783657312393,2.9844613075256348,1.9899468421936035,Adam,0.111,0.5
112,12.934462,0.1563037186861038,2.9846479892730717,1.990026593208313,Adam,0.112,0.5
113,12.9344425,0.0936513468623161,2.9848451614379883,1.9900407791137693,Adam,0.113,0.5
114,12.934435,0.0511134602129459,2.985024929046631,1.9899882078170776,Adam,0.114,0.5
115,12.934439,0.0732946097850799,2.985163927078247,1.989901781082153,Adam,0.115,0.5
116,12.934451,0.1218288391828537,2.9852468967437744,1.9898290634155276,Adam,0.116,0.5
117,12.9344635,0.1580820083618164,2.985267400741577,1.9898061752319336,Adam,0.117,0.5
118,12.934467,0.1679856479167938,2.9852283000946045,1.989840388298035,Adam,0.118,0.5
119,12.934461,0.1499100178480148,2.985140562057495,1.9899086952209477,Adam,0.119,0.5
120,12.934449,0.1125337928533554,2.985020875930786,1.9899722337722776,Adam,0.12,0.5
121,12.934438,0.0694705918431282,2.984889268875122,1.9899982213974,Adam,0.121,0.5
122,12.934435,0.0365353375673294,2.9847655296325684,1.989976406097412,Adam,0.122,0.5
123,12.934434,0.0437417738139629,2.984666585922241,1.9899226427078247,Adam,0.123,0.5
124,12.934439,0.0747697055339813,2.984604358673096,1.9898685216903689,Adam,0.124,0.5
125,12.934444,0.1007256433367729,2.984584331512451,1.9898428916931152,Adam,0.125,0.5
126,12.934447,0.1106017976999282,2.984605550765991,1.989856839179993,Adam,0.126,0.5
127,12.934444,0.1011538058519363,2.984661102294922,1.9898992776870728,Adam,0.127,0.5
128,12.934441,0.0769850835204124,2.9847397804260254,1.989944577217102,Adam,0.128,0.5
129,12.934435,0.0475275255739688,2.984827995300293,1.989967942237854,Adam,0.129,0.5
130,12.934432,0.024622343480587,2.9849116802215576,1.989958643913269,Adam,0.13,0.5
131,12.934433,0.0287786740809679,2.9849789142608643,1.9899247884750368,Adam,0.131,0.5
132,12.934434,0.0489843487739563,2.9850213527679443,1.989887237548828,Adam,0.132,0.5
133,12.934436,0.0662557184696197,2.985034942626953,1.989867091178894,Adam,0.133,0.5
134,12.93444,0.0730133429169654,2.985020399093628,1.9898738861083984,Adam,0.134,0.5
135,12.934439,0.0667815208435058,2.984982490539551,1.9899013042449951,Adam,0.135,0.5
136,12.934434,0.0503485277295112,2.984929084777832,1.9899321794509888,Adam,0.136,0.5
137,12.934432,0.0301172155886888,2.984869718551636,1.9899488687515257,Adam,0.137,0.5
138,12.934433,0.0155473435297608,2.984813928604126,1.989943265914917,Adam,0.138,0.5
139,12.934432,0.0205817781388759,2.984769821166992,1.989920735359192,Adam,0.139,0.5
140,12.934433,0.0340608768165111,2.984743118286133,1.9898954629898071,Adam,0.14,0.5
141,12.934435,0.0449345335364341,2.984736442565918,1.9898821115493772,Adam,0.141,0.5
142,12.934435,0.0485665835440158,2.9847488403320312,1.9898873567581177,Adam,0.142,0.5
143,12.934434,0.0432928279042243,2.984776496887207,1.989906311035156,Adam,0.143,0.5
144,12.934433,0.0313375890254974,2.984813928604126,1.989926815032959,Adam,0.144,0.5
145,12.934433,0.0174957904964685,2.984854221343994,1.9899368286132808,Adam,0.145,0.5
146,12.934432,0.0097874449566006,2.9848906993865967,1.989931583404541,Adam,0.146,0.5
147,12.934432,0.0158153492957353,2.9849181175231934,1.9899156093597408,Adam,0.147,0.5
148,12.934433,0.0247802678495645,2.9849331378936768,1.9898991584777832,Adam,0.148,0.5
149,12.934433,0.0310466345399618,2.9849343299865723,1.9898918867111208,Adam,0.149,0.5
150,12.934434,0.0321161895990371,2.9849228858947754,1.9898972511291504,Adam,0.15,0.5
151,12.934433,0.0271938927471637,2.9849019050598145,1.9899108409881592,Adam,0.151,0.5
152,12.934432,0.0182756017893552,2.984875440597534,1.9899239540100095,Adam,0.152,0.5
153,12.934431,0.0091186352074146,2.984848499298096,1.989928722381592,Adam,0.153,0.5
154,12.934433,0.0071155098266899,2.984825134277344,1.9899232387542725,Adam,0.154,0.5
155,12.934433,0.0128324255347251,2.984809160232544,1.989911675453186,Adam,0.155,0.5
156,12.934431,0.0183050241321325,2.98480224609375,1.9899015426635744,Adam,0.156,0.5
157,12.934432,0.0214825216680765,2.984804630279541,1.9898988008499143,Adam,0.157,0.5
158,12.934431,0.0207926351577043,2.984815120697021,1.989904522895813,Adam,0.158,0.5
159,12.934432,0.0163091048598289,2.9848313331604004,1.989914298057556,Adam,0.159,0.5
160,12.934432,0.0095849419012665,2.9848499298095703,1.9899219274520876,Adam,0.16,0.5
161,12.934432,0.0044791782274842,2.984867572784424,1.9899227619171145,Adam,0.161,0.5
162,12.934433,0.0063051450997591,2.984881639480591,1.989917039871216,Adam,0.162,0.5
163,12.934433,0.0104089165106415,2.98488998413086,1.9899089336395264,Adam,0.163,0.5
164,12.934431,0.0136525845155119,2.984891653060913,1.9899035692214968,Adam,0.164,0.5
165,12.934433,0.0145911397412419,2.98488712310791,1.9899040460586548,Adam,0.165,0.5
166,12.934433,0.012802168726921,2.984877824783325,1.989909529685974,Adam,0.166,0.5
167,12.934431,0.0088573480024933,2.984865665435791,1.9899160861968996,Adam,0.167,0.5
168,12.934431,0.0042845336720347,2.984853029251098,1.989919662475586,Adam,0.168,0.5
169,12.934431,0.0031550850253552,2.98484206199646,1.9899181127548216,Adam,0.169,0.5
170,12.934431,0.0058581274934113,2.9848344326019287,1.989912986755371,Adam,0.17,0.5
171,12.934432,0.0083580603823065,2.9848310947418213,1.9899077415466309,Adam,0.171,0.5
172,12.934432,0.0098305698484182,2.984832286834717,1.989905834197998,Adam,0.172,0.5
173,12.934431,0.0095217814669013,2.984837532043457,1.9899080991744995,Adam,0.173,0.5
174,12.934431,0.0073262769728899,2.9848451614379883,1.989912748336792,Adam,0.174,0.5
175,12.934433,0.0041602440178394,2.984853982925415,1.9899165630340576,Adam,0.175,0.5
176,12.934433,0.0018466598121449,2.984862327575684,1.989917278289795,Adam,0.176,0.5
177,12.934429,0.0033546511549502,2.98486852645874,1.9899146556854248,Adam,0.177,0.5
178,12.934433,0.00517517933622,2.984871864318848,1.98991060256958,Adam,0.178,0.5
