Unnamed: 0,SGD,SGD_Momentum,Adam,AdamW,AMSGrad
SGD,1.0,0.0449194269087817,0.0464691724051969,0.0002637141178022,0.0002682925833051
SGD_Momentum,0.0449194269087817,1.0,1.0,0.0003520550525396,0.0015641160991864
Adam,0.0464691724051969,1.0,1.0,0.3785347235403065,0.5637254901960784
AdamW,0.0002637141178022,0.0003520550525396,0.3785347235403065,1.0,1.0
AMSGrad,0.0002682925833051,0.0015641160991864,0.5637254901960784,1.0,1.0
